STRENGTH  PARA  CONS  RATE  CT  RT  ART  FAVOURABLE
3  0.6  0.25  0.046875  1.000  1.000  0.980  ['CT', 'RT', 'ART']
3  0.6  0.50  0.003676470588235294  0.440  0.210  0.340  ['CT', 'ART']
3  0.6  0.50  0.007352941176470588  0.670  0.290  0.700  ['CT', 'ART']
3  0.6  0.50  0.011029411764705883  0.890  0.470  0.800  ['CT', 'ART']
3  0.6  0.50  0.014705882352941176  0.940  0.640  0.860  ['CT', 'ART']
3  0.6  0.50  0.01838235294117647  0.980  0.820  0.920  ['CT', 'ART']
3  0.6  0.50  0.022058823529411766  0.980  0.780  0.860  ['CT', 'ART']
3  0.6  0.50  0.025735294117647058  1.000  0.780  0.980  ['CT', 'ART']
3  0.6  0.50  0.029411764705882353  1.000  0.920  0.940  ['CT', 'RT', 'ART']
3  0.6  0.50  0.03308823529411765  1.000  0.960  1.000  ['CT', 'RT', 'ART']
3  0.6  0.50  0.03676470588235294  1.000  0.873  0.987  ['CT', 'ART']
3  0.6  0.50  0.04411764705882353  1.000  0.960  1.000  ['CT', 'RT', 'ART']
3  0.6  0.50  0.04779411764705882  1.000  0.940  1.000  ['CT', 'RT', 'ART']
3  0.6  0.50  0.0661764705882353  1.000  1.000  1.000  ['CT', 'RT', 'ART']
3  0.6  0.75  0.017241379310344827  1.000  0.400  0.950  ['CT', 'ART']
3  0.6  0.75  0.034482758620689655  1.000  0.630  1.000  ['CT', 'ART']
3  0.6  0.75  0.05172413793103448  1.000  0.770  1.000  ['CT', 'ART']
3  0.6  0.75  0.06896551724137931  1.000  0.900  1.000  ['CT', 'ART']
3  0.6  0.75  0.08620689655172414  1.000  0.940  1.000  ['CT', 'RT', 'ART']
3  0.6  0.75  0.10344827586206896  1.000  0.980  1.000  ['CT', 'RT', 'ART']
3  0.6  0.75  0.1206896551724138  1.000  0.960  1.000  ['CT', 'RT', 'ART']
3  0.6  0.75  0.13793103448275862  1.000  1.000  1.000  ['CT', 'RT', 'ART']
3  0.6  0.75  0.15517241379310345  1.000  1.000  1.000  ['CT', 'RT', 'ART']
