STRENGTH  PARA  CONS  RATE  CT  RT  ART  FAVOURABLE
2  1.0  0.75  0.05713782631372789  0.460  0.280  0.440  ['CT', 'RT', 'ART']
2  1.0  0.75  0.05778091733154058  0.424  0.348  0.444  ['CT', 'RT', 'ART']
2  1.0  0.75  0.06552683155169349  0.420  0.360  0.400  ['CT', 'RT', 'ART']
2  1.0  0.75  0.07657711935505378  0.500  0.380  0.420  ['CT', 'RT', 'ART']
2  1.0  0.75  0.07704122310872077  0.420  0.480  0.560  ['CT', 'RT', 'ART']
2  1.0  0.75  0.08974212059590482  0.560  0.480  0.660  ['CT', 'RT', 'ART']
2  1.0  0.75  0.11556183466308116  0.680  0.560  0.700  ['CT', 'RT', 'ART']
2  1.0  1.00  0.00092748472378102  0.300  0.480  0.320  ['CT', 'RT', 'ART']
2  1.0  1.00  0.007056158290726192  1.000  0.180  0.400  ['CT']
2  1.0  1.00  0.04066265060240964  0.680  0.620  0.400  ['CT', 'RT']
2  1.0  1.00  0.041666666666666664  0.620  0.460  0.440  ['CT', 'RT', 'ART']
2  1.0  1.00  0.0625  0.900  0.700  0.780  ['CT', 'ART']
2  1.0  1.00  0.06799649443682365  0.840  0.620  0.720  ['CT', 'ART']
2  1.0  1.00  0.08433734939759036  0.960  0.920  0.940  ['CT', 'RT', 'ART']
2  1.0  1.00  0.16666666666666666  0.780  0.880  0.960  ['RT', 'ART']
2  1.0  1.00  0.22289156626506024  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.2419254271106123  1.000  0.940  0.980  ['CT', 'RT', 'ART']
2  1.0  1.00  0.25  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.31597871721328513  1.000  0.940  0.980  ['CT', 'RT', 'ART']
2  1.0  1.00  0.32861537182524836  1.000  0.980  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.3333333333333333  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.4  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.43242329587711115  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.44176706827309237  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.49443509165731386  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.5  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.5670283077690486  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.6626506024096386  1.000  1.000  1.000  ['CT', 'RT', 'ART']
